DOB,M_STATUS,SALARY,EDU_DATA,EMP_DATA,REL_ORIEN,FAV_TV,PREF_CAR,GENDER,FAV_CUIS,FAV_MUSIC,ENDU_LEVEL,FAV_SPORT,FAV_COLR,NEWS_SOURCE,DIST_FRM_COAST,MNTLY_TRAVEL,GEN_MOVIES,FAV_SUBJ,ALCOHOL,FAV_SUPERHERO,Dist_Coast,Class
5/25/1968,,100k-300k,Uneducated,Employed,Believer,Flash,Suzuki,Male,Mexican,Rap,6 to 10,Soccer,White,Fox News,10-25 KM,250-500 KM,Thriller,Art,Rum,Thor,1495.0,y
5/25/1965,Married,500k-700k,Uneducated,Employed,Believer,sherlock,Toyota,Male,Mexican,Rap,6 to 10,Basketball,Pink,BBC,0-10 KM,0-250 KM,Thriller,Biology,Non Drinkers,Thor,167.0,y
5/31/1978,Married,500k-700k,,Self-Employed,Atheist,Narcos,Daimler-Benz,Female,Italian,Hip-Hop,15-18,Baseball,Orange,Reuters,60-80 KM,250-500 KM,Comedy,Maths,Rum,Thor,882.0,y
6/26/1969,Married,500k-700k,High-School,Unemployed,Agnostic,Prison Break,Daimler-Benz,Female,Indian,Rap,6 to 10,Swimming,White,Fox News,40-60 KM,1500-2000 KM,Historical,Civics,Whiskey,Ironman,41.0,x
10/31/1963,,,Graduate,Unemployed,Agnostic,Friends,Daimler-Benz,Male,Chinese,Heavy Metal,3 to 5,Baseball,White,Fox News,10-25 KM,0-250 KM,Drama,Chemistry,Beer,Batman,1109.0,y
12/3/1994,Unmarried,,High-School,Self-Employed,Agnostic,Big Bang Theory,Ford,Female,Italian,Hip-Hop,15-18,volleyball,Blue,CNN,25-40 KM,250-500 KM,Historical,Commerce,Non Drinkers,The hulk,157.0,y
8/19/1987,Unmarried,500k-700k,Graduate,Self-Employed,Believer,Narcos,Daimler-Benz,Male,Lebanese,Country,12 to 15,Soccer,purple,NOISE,10-25 KM,1500-2000 KM,Comedy,History,Rum,The hulk,162.0,x
4/24/1978,Unmarried,300k-500k,Graduate,Unemployed,Believer,Flash,Wolkswagen,Male,Mexican,Rap,6 to 10,Soccer,Black,Fox News,40-60 KM,1500-2000 KM,Action,Biology,wine,wonder woman,820.0,x
6/22/1960,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Breaking Bad,Audi,Female,Mediterranean,Rock,18-20,Basketball,Red,Huffington Post,40-60 KM,1000-1500 KM,Drama,Physics,wine,wonder woman,1047.0,y
3/4/1995,Married,500k-700k,Graduate,Unemployed,agnostic,Friends,Toyota,,Italian,Rap,6 to 10,Cricket,Yellow,BBC,0-10 KM,0-250 KM,Drama,Chemistry,Beer,Batman,103.0,x
12/22/1975,Unmarried,0-100K,Uneducated,Self-Employed,Believer,Friends,Ford,Female,French,Rap,6 to 10,Basketball,Black,New York Times,10-25 KM,0-250 KM,Historical,Civics,Vodka,The hulk,1020.0,y
4/16/1976,Married,0-100K,High-School,Self-Employed,Atheist,Prison Break,GM,Female,French,Rap,6 to 10,Baseball,Green,New York Times,10-25 KM,250-500 KM,Thriller,Biology,Whiskey,Thor,403.0,y
11/5/1978,Divorced,300k-500k,Uneducated,Employed,Agnostic,Friends,Daimler-Benz,Male,Thai,Heavy Metal,6 to 10,Swimming,Black,New York Times,0-10 KM,0-250 KM,Historical,Art,Beer,The hulk,1197.0,y
8/7/1984,Unmarried,500k-700k,Post-Graduate,Unemployed,Believer,Breaking Bad,BMW,Female,Italian,Hip-Hop,15-18,Soccer,purple,Associated Press,0-10 KM,2000+ KM,Thriller,Maths,Beer,Thor,1434.0,y
6/13/1961,Married,300k-500k,Uneducated,Employed,Believer,Prison Break,Ford,Male,Chinese,Heavy Metal,1 to 3,Basketball,Black,New York Times,25-40 KM,1500-2000 KM,Historical,Civics,Whiskey,The hulk,1213.0,x
9/29/1989,Married,300k-500k,,Unemployed,Atheist,Narcos,Audi,Male,Mexican,Hip-Hop,15-18,Baseball,purple,Associated Press,10-25 KM,1500-2000 KM,Historical,History,Gin,The hulk,1386.0,y
1/5/1974,Unmarried,,Graduate,Self-Employed,Believer,How I Met your mother,Toyota,,Mediterranean,Rap,6 to 10,Basketball,Yellow,BBC,10-25 KM,0-250 KM,Action,Biology,Gin,wonder woman,622.0,x
1/13/1962,,0-100K,,Self-Employed,Believer,Narcos,Ford,Male,Thai,Country,12 to 15,Basketball,Red,Huffington Post,40-60 KM,0-250 KM,Horror,Economics,Rum,spiderman,276.0,y
6/1/1975,Unmarried,100k-300k,Uneducated,Self-Employed,Believer,Breaking Bad,Ford,Male,Mexican,Hip-Hop,15-18,Soccer,Red,Huffington Post,40-60 KM,250-500 KM,Comedy,History,Beer,NOISE,1435.0,x
8/28/1961,,100k-300k,Uneducated,Unemployed,Believer,Flash,ford,Male,Thai,Heavy Metal,6 to 10,Basketball,White,MSN,10-25 KM,0-250 KM,Action,Biology,Rum,NOISE,1099.0,x
8/13/1975,Married,300k-500k,Uneducated,Self-Employed,Atheist,Game of Thrones,Daimler-Benz,Male,Thai,Country,12 to 15,Rugby,Blue,Huffington Post,40-60 KM,0-250 KM,Thriller,Maths,Vodka,Thor,295.0,y
3/7/1979,Unmarried,300k-500k,Graduate,Employed,Agnostic,sherlock,Toyota,Male,Chinese,Heavy Metal,1 to 3,volleyball,Black,Fox News,10-25 KM,250-500 KM,Horror,Chemistry,Non Drinkers,superman,1292.0,x
10/31/1989,Unmarried,300k-500k,Uneducated,Employed,Believer,Narcos,Wolkswagen,Male,Chinese,Classical,10 to 12,Basketball,Red,Reuters,60-80 KM,500-1000 KM,Thriller,Maths,Gin,Thor,1039.0,y
9/27/1986,Unmarried,100k-300k,Uneducated,Unemployed,Believer,Dexter,Suzuki,Female,Italian,Hip-Hop,15-18,Basketball,Red,Reuters,60-80 KM,1000-1500 KM,Thriller,Maths,Vodka,Thor,622.0,x
6/20/1975,Unmarried,300k-500k,Post-Graduate,Self-Employed,Agnostic,Big Bang Theory,Ford,Male,Thai,Country,12 to 15,cycling,Red,CNN,25-40 KM,0-250 KM,Horror,Economics,Non Drinkers,superman,83.0,x
4/29/1981,Married,300k-500k,Post-Graduate,Employed,Agnostic,Narcos,Daimler-Benz,Male,Chinese,Classical,10 to 12,Cricket,Blue,Huffington Post,40-60 KM,500-1000 KM,Horror,Physics,Gin,spiderman,1429.0,x
4/29/1964,Married,100k-300k,Graduate,Employed,Atheist,Prison Break,Ford,Male,Mexican,Rap,6 to 10,Baseball,Black,New York Times,0-10 KM,0-250 KM,Comedy,Art,Whiskey,Thor,1168.0,x
4/29/1980,Unmarried,100k-300k,Post-Graduate,Self-Employed,Agnostic,Big Bang Theory,Suzuki,Female,Italian,Hip-Hop,15-18,cycling,Red,Reuters,60-80 KM,250-500 KM,Drama,Physics,Non Drinkers,Batman,1213.0,y
11/19/1984,Married,500k-700k,Uneducated,Self-Employed,Atheist,Big Bang Theory,BMW,Male,Thai,Country,12 to 15,Rugby,Red,Reuters,60-80 KM,250-500 KM,Action,Physics,Non Drinkers,wonder woman,509.0,x
4/19/1966,Unmarried,500k-700k,Post-Graduate,Employed,Believer,Flash,Toyota,Male,NOISE,Heavy Metal,1 to 3,Soccer,Green,New York Times,0-10 KM,0-250 KM,Drama,Biology,Rum,Batman,228.0,x
6/18/1987,Married,300k-500k,High-School,Unemployed,Believer,Narcos,Daimler-Benz,Female,French,Hip-Hop,15-18,Basketball,Red,Huffington Post,40-60 KM,250-500 KM,Horror,Economics,Gin,superman,727.0,y
10/21/1993,Married,0-100K,Uneducated,Employed,Atheist,How I Met your mother,GM,Male,Thai,Heavy Metal,6 to 10,Baseball,Green,New York Times,10-25 KM,250-500 KM,Action,Biology,Non Drinkers,wonder woman,988.0,x
10/5/1964,,0-100K,High-School,Employed,Agnostic,Prison Break,Ford,Male,Lebanese,Heavy Metal,3 to 5,Baseball,Yellow,BBC,25-40 KM,1500-2000 KM,Thriller,Biology,Whiskey,Thor,259.0,y
11/16/1989,Married,300k-500k,Graduate,Self-Employed,Agnostic,Narcos,Audi,Male,Lebanese,Classical,12 to 15,Baseball,Red,Huffington Post,40-60 KM,500-1000 KM,Historical,Commerce,,The hulk,291.0,y
7/27/1966,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Breaking Bad,Daimler-Benz,Male,Lebanese,Classical,12 to 15,Basketball,Blue,Huffington Post,40-60 KM,500-1000 KM,Horror,Economics,wine,superman,589.0,x
11/12/1961,Married,500k-700k,Post-Graduate,Self-Employed,Believer,Friends,BMW,Female,French,Rap,6 to 10,Basketball,Green,New York Times,10-25 KM,0-250 KM,Historical,Civics,Beer,NOISE,1213.0,x
8/28/1995,Unmarried,300k-500k,Post-Graduate,Self-Employed,Agnostic,How I Met your mother,Audi,Female,Indian,Rap,6 to 10,cycling,Green,New York Times,10-25 KM,0-250 KM,Comedy,Art,Gin,The hulk,764.0,y
6/19/1992,Married,300k-500k,Graduate,Unemployed,Believer,Friends,Daimler-Benz,Male,Mexican,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Drama,Chemistry,Beer,spiderman,1115.0,y
8/5/1990,Married,1M-2Million,Uneducated,Employed,Atheist,sherlock,Rolls Royce,,Mexican,Rap,6 to 10,Baseball,White,MSN,25-40 KM,1000-1500 KM,Thriller,Biology,Non Drinkers,Thor,1303.0,y
8/20/1995,Married,300k-500k,Graduate,Unemployed,Atheist,Flash,Ford,Male,Mexican,Rap,6 to 10,Rugby,Black,New York Times,10-25 KM,0-250 KM,Action,Biology,Rum,wonder woman,1359.0,y
10/4/1972,Married,,Uneducated,Unemployed,Believer,Friends,Audi,Male,Thai,Heavy Metal,6 to 10,Basketball,Yellow,BBC,0-10 KM,0-250 KM,Historical,Civics,Vodka,Ironman,1417.0,y
4/27/1965,Married,500k-700k,High-School,Self-Employed,Believer,Breaking Bad,BMW,Female,French,Rock,15-18,Rugby,purple,Associated Press,0-10 KM,2000+ KM,Action,Maths,Beer,Thor,928.0,y
2/24/1979,Married,500k-700k,Graduate,Unemployed,Believer,sherlock,Toyota,Male,NOISE,Rap,6 to 10,Basketball,White,MSN,0-10 KM,0-250 KM,Drama,Chemistry,Non Drinkers,Batman,843.0,x
1/9/1972,Unmarried,300k-500k,Uneducated,Employed,Agnostic,Breaking Bad,Daimler-Benz,Male,Lebanese,Country,12 to 15,volleyball,Blue,Huffington Post,40-60 KM,0-250 KM,Horror,Economics,Beer,spiderman,797.0,y
11/19/1960,Married,0-100K,Uneducated,Self-Employed,Believer,Prison Break,Ford,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,NOISE,0-10 KM,0-250 KM,Horror,Chemistry,Whiskey,spiderman,55.0,x
6/16/1992,Unmarried,100k-300k,Post-Graduate,Self-Employed,Believer,Breaking Bad,Suzuki,Male,NOISE,Classical,12 to 15,Basketball,Orange,Reuters,60-80 KM,1000-1500 KM,Romantic,Commerce,wine,Ironman,1130.0,y
1/13/1979,Unmarried,100k-300k,Post-Graduate,Employed,Believer,Breaking Bad,Ford,Female,French,Hip-Hop,15-18,Soccer,Red,CNN,25-40 KM,250-500 KM,Thriller,Maths,Beer,Thor,890.0,x
6/13/1986,Married,500k-700k,,Unemployed,Believer,Game of Thrones,Toyota,Male,Chinese,Classical,10 to 12,Basketball,Blue,Huffington Post,40-60 KM,0-250 KM,Drama,Physics,Vodka,spiderman,1357.0,x
1/30/1973,Married,100k-300k,Graduate,Employed,Agnostic,Friends,Honda,Male,Chinese,Heavy Metal,3 to 5,Swimming,White,MSN,40-60 KM,1500-2000 KM,Drama,Chemistry,Vodka,Batman,262.0,x
10/26/1993,Unmarried,500k-700k,Uneducated,Self-Employed,Believer,Narcos,Toyota,Male,Chinese,Classical,10 to 12,Soccer,purple,Associated Press,10-25 KM,2000+ KM,Drama,Physics,Rum,Batman,670.0,y
11/17/1964,Unmarried,,Uneducated,Self-Employed,Believer,Flash,Suzuki,Male,Mexican,Rap,6 to 10,Soccer,Yellow,BBC,10-25 KM,250-500 KM,Action,Biology,,Thor,1126.0,x
7/8/1988,Married,300k-500k,Uneducated,Self-Employed,Atheist,Friends,Daimler-Benz,Male,Thai,Heavy Metal,6 to 10,Baseball,White,MSN,10-25 KM,0-250 KM,Action,Biology,Vodka,wonder woman,1143.0,y
12/23/1995,Married,100k-300k,Graduate,Employed,Believer,Friends,Suzuki,Female,Italian,Rap,6 to 10,Basketball,Black,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,,spiderman,110.0,y
8/20/1969,Married,100k-300k,Post-Graduate,Employed,Believer,prison break,Ford,,Thai,Light Metal,6 to 10,Rugby,Black,Fox News,10-25 KM,250-500 KM,Drama,Chemistry,Whiskey,Batman,771.0,y
10/4/1982,,0-100K,Post-Graduate,Self-Employed,Believer,Game of Thrones,Ford,Male,Thai,Country,12 to 15,Basketball,purple,Associated Press,10-25 KM,1500-2000 KM,Horror,Economics,Vodka,spiderman,381.0,y
2/18/1980,Married,,High-School,Employed,Atheist,Dexter,Daimler-Benz,Male,Mexican,Hip-Hop,15-18,Baseball,Blue,NOISE,40-60 KM,250-500 KM,Comedy,History,Beer,The hulk,1327.0,x
5/5/1986,Married,1M-2Million,Graduate,Unemployed,Atheist,Friends,Daimler -Benz,Female,French,Rap,6 to 10,Baseball,White,MSN,0-10 KM,0-250 KM,Action,Biology,Vodka,wonder woman,479.0,x
9/8/1979,Unmarried,300k-500k,,Self-Employed,Believer,Big Bang Theory,Daimler-Benz,,Italian,Hip-Hop,15-18,Soccer,Blue,Huffington Post,40-60 KM,500-1000 KM,Horror,Economics,Non Drinkers,spiderman,163.0,y
11/25/1974,,300k-500k,Graduate,Employed,Agnostic,Flash,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Swimming,Green,New York Times,0-10 KM,0-250 KM,Thriller,Art,wine,Thor,920.0,x
8/20/1980,Married,300k-500k,High-School,Self-Employed,Agnostic,Narcos,Daimler-Benz,Male,Lebanese,Country,12 to 15,Baseball,Blue,CNN,25-40 KM,500-1000 KM,Horror,Physics,,spiderman,252.0,y
12/31/1969,Married,100k-300k,Uneducated,Self-Employed,Believer,Flash,Suzuki,Female,Indian,Rap,6 to 10,Rugby,White,Fox News,10-25 KM,250-500 KM,Horror,Chemistry,,spiderman,862.0,x
7/20/1988,Married,500k-700k,Graduate,Self-Employed,Atheist,Prison Break,BMW,Male,Lebanese,Heavy Metal,3 to 5,Baseball,Black,Fox News,0-10 KM,0-250 KM,Action,Biology,Whiskey,wonder woman,1127.0,y
3/2/1986,Married,500k-700k,Uneducated,Self-Employed,Believer,Prison Break,Daimler-Benz,Female,Italian,Rap,6 to 10,Basketball,White,MSN,40-60 KM,1500-2000 KM,Thriller,Biology,Whiskey,Thor,1189.0,y
11/27/1979,Unmarried,300k-500k,,Self-Employed,Believer,Prison Break,Audi,Male,Mexican,Rap,6 to 10,Basketball,Yellow,BBC,10-25 KM,0-250 KM,Drama,Chemistry,Whiskey,Batman,527.0,y
5/10/1977,Divorced,300k-500k,Uneducated,Employed,Agnostic,Game of Thrones,Audi,Male,Lebanese,Country,12 to 15,Swimming,Blue,CNN,25-40 KM,0-250 KM,Romantic,Commerce,,Ironman,235.0,y
2/11/1974,Unmarried,1M-2Million,Post-Graduate,Self-Employed,Believer,Breaking Bad,Rolls Royce,,Thai,Country,12 to 15,Basketball,Red,CNN,25-40 KM,1000-1500 KM,Horror,Physics,wine,spiderman,804.0,x
3/6/1980,Unmarried,300k-500k,High-School,Unemployed,Believer,Friends,Audi,Female,Indian,Rap,6 to 10,Soccer,Green,New York Times,40-60 KM,2000+ KM,Horror,Chemistry,,spiderman,1179.0,x
1/5/1990,Married,500k-700k,Uneducated,Self-Employed,Atheist,Friends,BMW,Male,Mexican,Light Metal,6 to 10,Baseball,Green,New York Times,10-25 KM,0-250 KM,Thriller,Biology,Beer,Thor,1176.0,y
5/20/1980,,,Uneducated,Unemployed,Atheist,Narcos,Audi,Female,NOISE,Hip-Hop,15-18,Baseball,Red,Reuters,60-80 KM,250-500 KM,Comedy,History,Non Drinkers,The hulk,294.0,y
3/12/1977,Divorced,,High-School,Self-Employed,Agnostic,Game of Thrones,BMW,Female,French,Rock,18-20,Swimming,purple,Associated Press,0-10 KM,2000+ KM,Horror,Physics,Vodka,spiderman,412.0,x
8/14/1993,Unmarried,300k-500k,,Unemployed,Believer,Narcos,Ford,Male,Mexican,Hip-Hop,12 to 15,Soccer,Blue,CNN,40-60 KM,500-1000 KM,Horror,Economics,Rum,superman,1128.0,x
8/8/1983,Married,500k-700k,,Unemployed,Believer,How I Met your mother,BMW,Male,Thai,Heavy Metal,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Drama,Chemistry,Gin,Batman,569.0,x
11/4/1981,Married,0-100K,Graduate,Employed,Agnostic,Narcos,Ford,Male,Chinese,Classical,10 to 12,Cricket,purple,Associated Press,10-25 KM,1500-2000 KM,Romantic,Commerce,Rum,Ironman,888.0,y
10/28/1965,Unmarried,,Post-Graduate,Unemployed,Believer,Friends,suzuki,Male,Mexican,Rap,6 to 10,Soccer,Black,New York Times,0-10 KM,0-250 KM,Comedy,Art,Vodka,The hulk,760.0,x
3/17/1988,Unmarried,100k-300k,Graduate,Employed,Believer,Breaking Bad,Nissan,Male,Thai,Country,12 to 15,Basketball,Red,Huffington Post,40-60 KM,250-500 KM,Historical,Commerce,wine,Ironman,953.0,y
2/4/1973,Married,0-100K,High-School,Self-Employed,Atheist,Breaking Bad,GM,Male,Italian,Hip-Hop,15-18,Baseball,Blue,Huffington Post,40-60 KM,1000-1500 KM,Action,Physics,Beer,wonder woman,163.0,x
5/12/1961,Unmarried,100k-300k,High-School,Self-Employed,Believer,Breaking Bad,Nissan,Female,Indian,Rock,18-20,Basketball,Blue,CNN,25-40 KM,500-1000 KM,Romantic,Commerce,,Ironman,323.0,x
3/20/1972,Married,300k-500k,Uneducated,Employed,Agnostic,Friends,Daimler-Benz,Male,Chinese,Heavy Metal,1 to 3,Swimming,White,Fox News,10-25 KM,250-500 KM,Comedy,Art,Vodka,The hulk,742.0,x
9/18/1972,Married,500k-700k,Post-Graduate,Unemployed,Agnostic,Prison Break,Daimler-Benz,Male,Chinese,Heavy Metal,1 to 3,Swimming,Yellow,BBC,40-60 KM,2000+ KM,Drama,Chemistry,Vodka,Batman,1482.0,y
2/5/1980,Unmarried,,Post-Graduate,Employed,agnostic,How I Met your mother,GM,Male,Mexican,Rap,6 to 10,cycling,Green,New York Times,10-25 KM,250-500 KM,Romantic,English,Non Drinkers,Ironman,229.0,y
2/14/1963,Married,500k-700k,Post-Graduate,Self-Employed,Atheist,Breaking Bad,BMW,Male,Lebanese,Country,12 to 15,Rugby,purple,Associated Press,0-10 KM,2000+ KM,Comedy,History,Beer,The hulk,748.0,y
12/17/1970,Unmarried,0-100K,Graduate,Unemployed,Believer,Narcos,Ford,Female,Indian,Rock,18-20,Soccer,Blue,CNN,25-40 KM,250-500 KM,Romantic,Commerce,,Ironman,1155.0,x
4/16/1994,Unmarried,100k-300k,Graduate,Self-Employed,Believer,Game of Thrones,Suzuki,Male,Mexican,Country,12 to 15,Basketball,Blue,Huffington Post,40-60 KM,250-500 KM,Thriller,Maths,Vodka,Thor,872.0,x
7/13/1994,Unmarried,0-100K,Post-Graduate,Employed,Believer,Big Bang Theory,Ford,Male,Mexican,Hip-Hop,15-18,Basketball,Red,Huffington Post,40-60 KM,250-500 KM,Thriller,Maths,,Thor,11740.0,x
2/10/1990,Married,300k-500k,Uneducated,Employed,Believer,Big Bang Theory,Toyota,Male,Italian,Hip-Hop,15-18,Basketball,Blue,Huffington Post,40-60 KM,1000-1500 KM,Comedy,History,,Thor,991.0,x
2/19/1961,Married,0-100K,Post-Graduate,Self-Employed,Believer,Breaking Bad,Ford,Male,Thai,Country,12 to 15,Basketball,Blue,CNN,25-40 KM,0-250 KM,Comedy,History,Beer,The hulk,909.0,x
7/2/1972,Unmarried,100k-300k,Graduate,Self-Employed,Believer,How I Met your mother,Ford,Male,Mexican,Rap,6 to 10,Basketball,Yellow,NOISE,0-10 KM,0-250 KM,Comedy,Art,,The hulk,1215.0,x
12/19/1979,Married,,Graduate,Employed,Believer,Breaking Bad,Daimler-Benz,Female,Indian,Rock,18-20,Rugby,purple,Associated Press,10-25 KM,2000+ KM,Romantic,Commerce,Beer,Ironman,182.0,y
10/10/1964,Unmarried,300k-500k,Uneducated,Employed,Agnostic,Prison Break,Daimler-Benz,Male,Thai,Light Metal,6 to 10,cycling,Green,New York Times,25-40 KM,1000-1500 KM,Romantic,English,,Ironman,441.0,x
11/14/1960,,1M-2Million,Post-Graduate,Unemployed,Agnostic,friends,Daimler -Benz,Female,French,Rap,6 to 10,Swimming,Black,New York Times,0-10 KM,0-250 KM,Comedy,Art,Vodka,Thor,776.0,y
5/7/1988,Married,500k-700k,Graduate,Employed,Believer,friends,Toyota,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Yellow,BBC,10-25 KM,0-250 KM,Thriller,Biology,Vodka,Thor,907.0,y
10/14/1974,Married,500k-700k,Uneducated,Employed,Agnostic,Friends,Daimler-Benz,Female,Mediterranean,Rap,6 to 10,Cricket,White,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Vodka,spiderman,442.0,y
6/14/1990,Married,0-100K,High-School,Unemployed,Agnostic,Breaking Bad,GM,Male,Mexican,Hip-Hop,15-18,Swimming,Red,Huffington Post,40-60 KM,0-250 KM,Horror,Physics,Beer,spiderman,746.0,y
12/17/1973,Married,300k-500k,High-School,Unemployed,Atheist,Game of Thrones,Audi,Male,Thai,Country,12 to 15,Rugby,Blue,Huffington Post,40-60 KM,250-500 KM,Comedy,History,,Thor,1178.0,x
7/30/1961,Unmarried,500k-700k,Post-Graduate,Employed,Agnostic,Dexter,Toyota,Female,French,Rock,15-18,volleyball,Red,CNN,25-40 KM,1000-1500 KM,Drama,Physics,Beer,Batman,1355.0,x
2/24/1976,Unmarried,0-100K,Uneducated,Employed,Believer,Friends,Ford,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,New York Times,10-25 KM,0-250 KM,Thriller,Biology,,Thor,461.0,x
7/5/1977,Married,0-100K,Graduate,Self-Employed,Agnostic,Flash,Ford,Male,Mexican,Rap,6 to 10,Cricket,White,MSN,10-25 KM,250-500 KM,Horror,Chemistry,Rum,superman,116.0,y
7/6/1984,Unmarried,500k-700k,Uneducated,Unemployed,Believer,Friends,toyota,Female,Indian,Rap,6 to 10,Basketball,White,MSN,60-80 KM,2000+ KM,Thriller,Biology,Vodka,Thor,271.0,y
6/9/1989,Married,100k-300k,,Employed,Believer,How I Met your mother,Suzuki,Male,Chinese,Heavy Metal,3 to 5,Basketball,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Non Drinkers,NOISE,1015.0,y
8/17/1979,Married,,,Self-Employed,Atheist,Friends,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Green,NOISE,0-10 KM,0-250 KM,Comedy,Art,wine,The hulk,56.0,y
10/25/1971,Married,300k-500k,Uneducated,Self-Employed,Believer,Breaking Bad,Wolkswagen,Male,Lebanese,Country,12 to 15,Basketball,Orange,Reuters,60-80 KM,1000-1500 KM,Comedy,History,wine,The hulk,1257.0,y
6/22/1990,,700k-1 Million,Graduate,Self-Employed,Believer,How I Met your mother,Audi,,Mexican,Rap,6 to 10,Basketball,White,Fox News,0-10 KM,0-250 KM,Action,Biology,,wonder woman,1445.0,x
12/31/1993,Married,500k-700k,Graduate,Self-Employed,Believer,Narcos,Toyota,Male,Mexican,Hip-Hop,15-18,Basketball,Red,Huffington Post,40-60 KM,250-500 KM,Comedy,History,Rum,The hulk,1089.0,y
12/10/1994,Divorced,300k-500k,High-School,Employed,Agnostic,Friends,Audi,Male,Lebanese,Heavy Metal,3 to 5,Swimming,Green,New York Times,0-10 KM,0-250 KM,Thriller,Biology,wine,Thor,1465.0,x
6/28/1979,Unmarried,0-100K,Post-Graduate,Unemployed,Believer,Prison Break,GM,Male,Thai,Light Metal,6 to 10,Basketball,White,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,,spiderman,1491.0,y
5/27/1984,Unmarried,0-100K,Post-Graduate,Unemployed,Agnostic,Breaking Bad,Ford,Male,Lebanese,Classical,12 to 15,volleyball,Blue,Huffington Post,40-60 KM,250-500 KM,Horror,Physics,Beer,spiderman,1182.0,y
4/15/1992,Married,300k-500k,,Self-Employed,Agnostic,How I Met your mother,Ford,Female,Mediterranean,Rap,6 to 10,Cricket,White,Fox News,0-10 KM,0-250 KM,Historical,Civics,Non Drinkers,The hulk,792.0,x
11/24/1993,Unmarried,100k-300k,Uneducated,Self-Employed,Believer,sherlock,Ford,Male,Mexican,Rap,6 to 10,Soccer,White,Fox News,10-25 KM,250-500 KM,Horror,Chemistry,Non Drinkers,superman,640.0,y
8/9/1960,Unmarried,100k-300k,Post-Graduate,Self-Employed,Agnostic,Narcos,Ford,Female,French,Hip-Hop,15-18,volleyball,purple,Associated Press,10-25 KM,1500-2000 KM,Historical,Commerce,Gin,The hulk,829.0,y
2/8/1992,Unmarried,0-100K,Uneducated,Employed,Believer,Friends,Ford,Female,French,Rap,6 to 10,Soccer,Green,BBC,10-25 KM,250-500 KM,Drama,Chemistry,Beer,Batman,378.0,x
5/4/1965,Married,100k-300k,High-School,Unemployed,Believer,How I Met your mother,Suzuki,Female,French,Rap,6 to 10,Rugby,Black,New York Times,10-25 KM,0-250 KM,Action,Biology,,wonder woman,311.0,y
4/4/1979,Married,500k-700k,High-School,Unemployed,believer,Friends,BMW,Male,Lebanese,Heavy Metal,3 to 5,Basketball,White,MSN,10-25 KM,250-500 KM,Romantic,English,Vodka,Ironman,235.0,y
3/31/1974,Unmarried,300k-500k,,Unemployed,Believer,Narcos,daimler-benz,Male,Thai,Country,12 to 15,Soccer,purple,Associated Press,0-10 KM,2000+ KM,Action,Physics,Rum,wonder woman,1228.0,y
6/30/1984,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Prison Break,Audi,Male,Thai,Heavy Metal,6 to 10,Basketball,Yellow,BBC,10-25 KM,0-250 KM,Comedy,Art,Whiskey,Thor,852.0,x
11/15/1970,Unmarried,500k-700k,Uneducated,Employed,Believer,Friends,Toyota,Female,French,Rap,6 to 10,Soccer,White,Fox News,0-10 KM,0-250 KM,Romantic,Civics,Beer,Ironman,573.0,y
1/1/1985,Unmarried,0-100K,Post-Graduate,Self-Employed,Believer,Prison Break,GM,Male,NOISE,Heavy Metal,1 to 3,Basketball,Green,New York Times,0-10 KM,0-250 KM,Action,Biology,Vodka,wonder woman,1459.0,y
10/3/1962,Married,500k-700k,Uneducated,Employed,Agnostic,Friends,BMW,,Chinese,Heavy Metal,1 to 3,Swimming,Green,New York Times,10-25 KM,0-250 KM,Historical,Civics,Beer,The hulk,1128.0,y
8/12/1964,Unmarried,500k-700k,Post-Graduate,Employed,Believer,Narcos,Toyota,Female,Indian,Rock,18-20,Soccer,Red,Reuters,25-40 KM,1000-1500 KM,Action,Physics,Rum,wonder woman,948.0,y
3/18/1970,Unmarried,100k-300k,High-School,Unemployed,Believer,Prison Break,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Green,New York Times,10-25 KM,250-500 KM,Comedy,Art,,Thor,243.0,x
8/22/1981,Unmarried,,Uneducated,Employed,Believer,Breaking Bad,BMW,Male,Mexican,Country,12 to 15,Soccer,Red,Reuters,25-40 KM,0-250 KM,Comedy,History,,Thor,153.0,y
10/12/1965,Married,300k-500k,Post-Graduate,Unemployed,Believer,Prison Break,Daimler-Benz,,Thai,Heavy Metal,6 to 10,Basketball,Black,Fox News,10-25 KM,0-250 KM,Romantic,Civics,Whiskey,Ironman,1139.0,x
